figure,driver,app,variant,warps,threads,tile_rows,tile_cols,matrix_rows,matrix_cols,num_ctas,writeback,pipeline_depth,status,returncode,instrs,cycles,ipc,dxa_transfers,dxa_gmem_reads,dxa_gmem_dedup,dxa_gmem_dedup_rate,dxa_lmem_writes,dxa_avg_gmem_lat,summary_status,attempts,configs,env_overrides,command,output_tail
3c,simx,dxa_copy_mcast,percta,8,32,64,32,512,512,4,sample,1,PASS,0,20256,196156,0.103,512,65536,0,0,65536,320.5,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 32 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 64 x 32\nstart\nPERF: core0: dxa: transfers=512, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=320.5\nPERF: dxa: transfers=512, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=320.5\nPERF: instrs=20256, cycles=196156, IPC=0.103\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=32 tile_grid_rows=8 tile_grid_cols=16 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,8,32,64,64,512,512,4,sample,1,PASS,0,10528,194458,0.054,256,65536,0,0,65536,653.4,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 64 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 64 x 64\nstart\nPERF: core0: dxa: transfers=256, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=653.4\nPERF: dxa: transfers=256, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=653.4\nPERF: instrs=10528, cycles=194458, IPC=0.054\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=64 tile_grid_rows=8 tile_grid_cols=8 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,8,32,64,128,512,512,4,sample,1,PASS,0,5664,198292,0.029,128,65536,0,0,65536,1358.6,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 128 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 64 x 128\nstart\nPERF: core0: dxa: transfers=128, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=1358.6\nPERF: dxa: transfers=128, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=1358.6\nPERF: instrs=5664, cycles=198292, IPC=0.029\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=128 tile_grid_rows=8 tile_grid_cols=4 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,8,32,128,16,512,512,4,sample,1,PASS,0,20032,255075,0.079,512,65536,0,0,65536,440.8,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 128 -C 16 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 128 x 16\nstart\nPERF: core0: dxa: transfers=512, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=440.8\nPERF: dxa: transfers=512, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=440.8\nPERF: instrs=20032, cycles=255075, IPC=0.079\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=128 tile_cols=16 tile_grid_rows=4 tile_grid_cols=32 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,8,32,128,32,512,512,4,sample,1,PASS,0,10304,194787,0.053,256,65536,0,0,65536,660.4,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 128 -C 32 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 128 x 32\nstart\nPERF: core0: dxa: transfers=256, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=660.4\nPERF: dxa: transfers=256, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=660.4\nPERF: instrs=10304, cycles=194787, IPC=0.053\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=128 tile_cols=32 tile_grid_rows=4 tile_grid_cols=16 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,8,32,128,64,512,512,4,sample,1,PASS,0,5440,197202,0.028,128,65536,0,0,65536,1350.1,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 128 -C 64 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 128 x 64\nstart\nPERF: core0: dxa: transfers=128, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=1350.1\nPERF: dxa: transfers=128, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=1350.1\nPERF: instrs=5440, cycles=197202, IPC=0.028\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=128 tile_cols=64 tile_grid_rows=4 tile_grid_cols=8 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,percta,8,32,128,128,512,512,4,sample,1,PASS,0,3008,198346,0.015,64,65536,0,0,65536,2738.9,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=percta --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 128 -C 128 --verify=1,"  mode: percta\n  writeback: sample\n  source: 512 x 512, tile: 128 x 128\nstart\nPERF: core0: dxa: transfers=64, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=2738.9\nPERF: dxa: transfers=64, gmem_reads=65536, gmem_dedup=0 (rate=0%), lmem_writes=65536, avg_gmem_lat=2738.9\nPERF: instrs=3008, cycles=198346, IPC=0.015\nDXA_COPY_MCAST_RESULT mode=percta writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=128 tile_cols=128 tile_grid_rows=4 tile_grid_cols=4 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,32,16,16,512,512,4,sample,1,PASS,0,159840,795627,0.201,1024,16384,0,0,16384,123.5,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 16 -C 16 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 16 x 16\nstart\nPERF: core0: dxa: transfers=1024, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=123.5\nPERF: dxa: transfers=1024, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=123.5\nPERF: instrs=159840, cycles=795627, IPC=0.201\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=16 tile_cols=16 tile_grid_rows=32 tile_grid_cols=32 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,32,16,32,512,512,4,sample,1,PASS,0,80992,467424,0.173,512,16384,0,0,16384,211.0,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 16 -C 32 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 16 x 32\nstart\nPERF: core0: dxa: transfers=512, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=211.0\nPERF: dxa: transfers=512, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=211.0\nPERF: instrs=80992, cycles=467424, IPC=0.173\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=16 tile_cols=32 tile_grid_rows=32 tile_grid_cols=16 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,32,16,64,512,512,4,sample,1,PASS,0,41568,315044,0.132,256,16384,0,0,16384,431.8,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 16 -C 64 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 16 x 64\nstart\nPERF: core0: dxa: transfers=256, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=431.8\nPERF: dxa: transfers=256, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=431.8\nPERF: instrs=41568, cycles=315044, IPC=0.132\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=16 tile_cols=64 tile_grid_rows=32 tile_grid_cols=8 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,32,16,128,512,512,4,sample,1,PASS,0,21856,240738,0.091,128,16384,0,0,16384,888.1,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 16 -C 128 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 16 x 128\nstart\nPERF: core0: dxa: transfers=128, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=888.1\nPERF: dxa: transfers=128, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=888.1\nPERF: instrs=21856, cycles=240738, IPC=0.091\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=16 tile_cols=128 tile_grid_rows=32 tile_grid_cols=4 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,32,32,16,512,512,4,sample,1,PASS,0,80096,467988,0.171,512,16384,0,0,16384,235.3,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 32 -C 16 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 32 x 16\nstart\nPERF: core0: dxa: transfers=512, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=235.3\nPERF: dxa: transfers=512, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=235.3\nPERF: instrs=80096, cycles=467988, IPC=0.171\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=32 tile_cols=16 tile_grid_rows=16 tile_grid_cols=32 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,32,32,32,512,512,4,sample,1,PASS,0,40672,295623,0.138,256,16384,0,0,16384,402.2,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 32 -C 32 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 32 x 32\nstart\nPERF: core0: dxa: transfers=256, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=402.2\nPERF: dxa: transfers=256, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=402.2\nPERF: instrs=40672, cycles=295623, IPC=0.138\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=32 tile_cols=32 tile_grid_rows=16 tile_grid_cols=16 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,32,32,64,512,512,4,sample,1,PASS,0,20960,221449,0.095,128,16384,0,0,16384,830.0,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 32 -C 64 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 32 x 64\nstart\nPERF: core0: dxa: transfers=128, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=830.0\nPERF: dxa: transfers=128, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=830.0\nPERF: instrs=20960, cycles=221449, IPC=0.095\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=32 tile_cols=64 tile_grid_rows=16 tile_grid_cols=8 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,32,32,128,512,512,4,sample,1,PASS,0,11104,187115,0.059,64,16384,0,0,16384,1728.5,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 32 -C 128 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 32 x 128\nstart\nPERF: core0: dxa: transfers=64, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=1728.5\nPERF: dxa: transfers=64, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=1728.5\nPERF: instrs=11104, cycles=187115, IPC=0.059\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=32 tile_cols=128 tile_grid_rows=16 tile_grid_cols=4 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,32,64,16,512,512,4,sample,1,PASS,0,40224,305293,0.132,256,16384,0,0,16384,463.8,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 16 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 64 x 16\nstart\nPERF: core0: dxa: transfers=256, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=463.8\nPERF: dxa: transfers=256, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=463.8\nPERF: instrs=40224, cycles=305293, IPC=0.132\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=16 tile_grid_rows=8 tile_grid_cols=32 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,32,64,32,512,512,4,sample,1,PASS,0,20512,207682,0.099,128,16384,0,0,16384,770.0,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 32 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 64 x 32\nstart\nPERF: core0: dxa: transfers=128, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=770.0\nPERF: dxa: transfers=128, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=770.0\nPERF: instrs=20512, cycles=207682, IPC=0.099\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=32 tile_grid_rows=8 tile_grid_cols=16 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,32,64,64,512,512,4,sample,1,PASS,0,10656,174361,0.061,64,16384,0,0,16384,1624.3,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 64 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 64 x 64\nstart\nPERF: core0: dxa: transfers=64, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=1624.3\nPERF: dxa: transfers=64, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=1624.3\nPERF: instrs=10656, cycles=174361, IPC=0.061\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=64 tile_grid_rows=8 tile_grid_cols=8 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,32,64,128,512,512,4,sample,1,PASS,0,5728,160465,0.036,32,16384,0,0,16384,3419.3,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 64 -C 128 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 64 x 128\nstart\nPERF: core0: dxa: transfers=32, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=3419.3\nPERF: dxa: transfers=32, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=3419.3\nPERF: instrs=5728, cycles=160465, IPC=0.036\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=64 tile_cols=128 tile_grid_rows=8 tile_grid_cols=4 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,32,128,16,512,512,4,sample,1,PASS,0,20288,227279,0.089,128,16384,0,0,16384,944.2,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 128 -C 16 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 128 x 16\nstart\nPERF: core0: dxa: transfers=128, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=944.2\nPERF: dxa: transfers=128, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=944.2\nPERF: instrs=20288, cycles=227279, IPC=0.089\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=128 tile_cols=16 tile_grid_rows=4 tile_grid_cols=32 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,32,128,32,512,512,4,sample,1,PASS,0,10432,176412,0.059,64,16384,0,0,16384,1698.7,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 128 -C 32 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 128 x 32\nstart\nPERF: core0: dxa: transfers=64, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=1698.7\nPERF: dxa: transfers=64, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=1698.7\nPERF: instrs=10432, cycles=176412, IPC=0.059\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=128 tile_cols=32 tile_grid_rows=4 tile_grid_cols=16 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,32,128,64,512,512,4,sample,1,PASS,0,5504,161043,0.034,32,16384,0,0,16384,3522.1,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 128 -C 64 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 128 x 64\nstart\nPERF: core0: dxa: transfers=32, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=3522.1\nPERF: dxa: transfers=32, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=3522.1\nPERF: instrs=5504, cycles=161043, IPC=0.034\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=128 tile_cols=64 tile_grid_rows=4 tile_grid_cols=8 num_ctas=4 verify=1 status=PASS\nPASSED"
3c,simx,dxa_copy_mcast,mcast,8,32,128,128,512,512,4,sample,1,PASS,0,3040,153735,0.020,16,16384,0,0,16384,7192.5,PASS,1,-DVX_CFG_LMEM_LOG_SIZE=18 -DVX_CFG_EXT_DXA_ENABLE,,timeout -k 5s 120s ./ci/blackbox.sh --driver=simx --cores=1 --warps=8 --threads=32 --l2cache --perf=16 --app=dxa_copy_mcast --args=--mode=mcast --writeback=sample --pipeline-depth=1 --num-ctas=4 -r 512 -c 512 -R 128 -C 128 --verify=1,"  mode: mcast\n  writeback: sample\n  source: 512 x 512, tile: 128 x 128\nstart\nPERF: core0: dxa: transfers=16, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=7192.5\nPERF: dxa: transfers=16, gmem_reads=16384, gmem_dedup=0 (rate=0%), lmem_writes=16384, avg_gmem_lat=7192.5\nPERF: instrs=3040, cycles=153735, IPC=0.020\nDXA_COPY_MCAST_RESULT mode=mcast writeback=sample pipeline_depth=1 rows=512 cols=512 tile_rows=128 tile_cols=128 tile_grid_rows=4 tile_grid_cols=4 num_ctas=4 verify=1 status=PASS\nPASSED"
